Shane McManus [US]	Steven Salas Cajina [CR]	L	26	12
Cameron Scotland [US]	Daniel Noé Agudo Chávez [MX]	W	3	1
Cameron Scotland [US]	Abraham Lomeli [MX]	W	6	2
Cameron Scotland [US]	Mauricio Loredo del castillo [MX]	W	9	3
Cameron Scotland [US]	Edwyn walter Serrano cerafin [MX]	W	12	4
Cameron Scotland [US]	Jonathan Enrique Olguin Suarez [MX]	W	15	5
Cameron Scotland [US]	Michael Davidson [US]	L	15	6
Cameron Scotland [US]	Aidan Khus [US]	L	15	7
Cameron Scotland [US]	Pablo Martinez [MX]	T	16	8
Cameron Scotland [US]	Elaine Zapata [MX]	W	19	9
Cameron Scotland [US]	Guillermo Barrios [MX]	W	22	10
Cameron Scotland [US]	Manuel Alejandro Cervantes [MX]	W	25	11
Cameron Scotland [US]	Pablo Meza [MX]	T	26	12
Michael Ingalls [US]	Iván Alejandro Cosgaya Sandoval [MX]	W	3	1
Michael Ingalls [US]	Jesús Mejia [MX]	T	4	2
Michael Ingalls [US]	Alberto Cortes [MX]	W	7	3
Michael Ingalls [US]	Pablo Rene Cabañas Flores [MX]	W	10	4
Michael Ingalls [US]	Roberto Barrera [MX]	W	13	5
Michael Ingalls [US]	Yalevo Jimenez [MX]	T	14	6
Michael Ingalls [US]	Cesar David Alvarado Martínez [MX]	L	14	7
Michael Ingalls [US]	Erasmo Rodriguez [MX]	W	17	8
Michael Ingalls [US]	Ciaran Farah [CA]	W	20	9
